PLANTILLA_PERDIDASDELINEA;;;;;
Sistema;COV - CNG;;;;
Tramo;COV - CTG;;;;
Distancia;N/A;;;;
Prop1;N/A;;;;
Prop2;N/A;;;;
Prop3;N/A;;;;
Prop4;N/A;;;;
Prop5;N/A;;;;
Prop6;N/A;;;;
Estampa de tiempo;DPreal (psi);Flujo (BLS/h);GE (API);Visc. Obs. (cSt); GElínea 
21/06/2021 17:00;1572,408667;6131,364333;22,20625;71,06;22,41
21/06/2021 18:00;1572,169667;6170,9475;23,15510204;66,86;22,46
21/06/2021 19:00;1569,056333;6191,684333;22,41958763;72,39;22,49
21/06/2021 20:00;1557,311833;6195,975833;22,55;72,2;22,51
21/06/2021 21:00;1549,503833;6209,9385;22,53564356;72,33;22,52
21/06/2021 22:00;1552,646833;6253,162;22,562;71,99;22,53
21/06/2021 23:00;1556,115;6278,015333;22,46363636;72,35;22,54
22/06/2021 0:00;1557,543;6284,035;22,58541667;71,56;22,55
22/06/2021 1:00;1556,591333;6277,981;23,076;72,96;22,59
22/06/2021 2:00;1556,000667;6277,192667;23,03465347;71,84;22,62
22/06/2021 3:00;1555,155667;6276,9745;22,90947368;72,61;22,65
22/06/2021 4:00;1554,428833;6271,5635;22,68673469;73,19;22,67
22/06/2021 5:00;1551,455167;6258,252;23,435;75,63;22,71
22/06/2021 6:00;1459,59;6003,545;24,02181818;73,53;22,78
22/06/2021 7:00;1400,495833;5887,886667;23,78686869;72,23;22,84
22/06/2021 8:00;1395,607833;5882,185833;23,74019608;71,58;22,9
22/06/2021 9:00;1401,9615;5899,671333;23,85784314;71,52;22,95
22/06/2021 10:00;1396,591833;5902,548833;23,90194175;71,97;23,01
22/06/2021 11:00;1390,117167;5884,0125;23,62596154;71,85;23,05
22/06/2021 12:00;1389,012667;5891,886833;23,38932039;71,44;23,1
22/06/2021 13:00;1384,9975;5888,189667;24,08076923;70,85;23,19
22/06/2021 14:00;1376,5455;5870,626167;23,78190476;70,57;23,22
22/06/2021 15:00;1374,488333;5873,261333;23,91111111;70,16;23,3
22/06/2021 16:00;1494,2435;6207,614667;23,69285714;71,52;23,4
22/06/2021 17:00;1539,251333;6290,2545;23,96486486;71,18;23,47
22/06/2021 18:00;1547,788333;6300,954167;23,46372549;71,21;23,52
22/06/2021 19:00;1539,691833;6280,406;23,41212121;72,02;23,57
22/06/2021 20:00;1537,261667;6269,887167;23,3244898;70,93;23,58
22/06/2021 21:00;1535,130833;6267,245;23,33142857;72,25;23,6
22/06/2021 22:00;1543,915833;6279,114667;23,15670103;71,42;23,61
22/06/2021 23:00;1550,0815;6293,745667;23,11632653;72,18;23,63
23/06/2021 0:00;1549,237;6290,057;23,10510204;71,25;23,61
23/06/2021 1:00;1548,731833;6279,448667;23;71,9;23,56
23/06/2021 2:00;1550,089833;6282,026667;22,89809524;72,09;23,51
23/06/2021 3:00;1553,449;6292,060833;22,99901961;72,46;23,47
23/06/2021 4:00;1552,417333;6278,328333;22,80471698;73,43;23,42
23/06/2021 5:00;1551,454167;6279,195167;22,76633663;73,18;23,36
23/06/2021 6:00;1550,609667;6271,071333;22,99108911;73,01;23,33
23/06/2021 7:00;1549,977167;6264,247333;23,18557692;73,43;23,32
23/06/2021 8:00;1550,129167;6265,702;22,84019608;73,61;23,25
23/06/2021 9:00;1552,3825;6267,339667;22,99313725;71,95;23,21
23/06/2021 10:00;1554,217833;6275,149667;23,1245098;70,79;23,17
23/06/2021 11:00;1551,177167;6268,898667;23,13867925;70,91;23,14
23/06/2021 12:00;1559,857167;6285,469667;23,24705882;69,92;23,1
23/06/2021 13:00;1560,281167;6291,4055;23,65333333;68,91;23,11
23/06/2021 14:00;1526,295667;6174,820167;23,90392157;69,46;23,15
23/06/2021 15:00;1411,456167;5919,217333;23,69339623;71,57;23,16
23/06/2021 16:00;1412,930167;5933,184333;23,58235294;71,43;23,18
23/06/2021 17:00;1411,154167;5928,337833;23,59306931;70,9;23,19
23/06/2021 18:00;1406,347333;5926,248167;23,36857143;70,48;23,2
23/06/2021 19:00;1396,381;5904,092167;23,19807692;74,58;23,2
23/06/2021 22:00;1601,926333;6427,223667;22,24803922;77,94;23,07
23/06/2021 23:00;1614,331833;6421,769833;22,19245283;77,63;23,03
24/06/2021 0:00;1562,883667;6263,868833;22,32371134;77,77;23,01
24/06/2021 1:00;1527,786333;6183,3805;22,3244898;77,32;22,98
24/06/2021 2:00;1527,518167;6179,112333;22,28265306;77,22;22,93
24/06/2021 3:00;1527,1245;6174,354833;22,06489362;77,96;22,88
24/06/2021 4:00;1526,256667;6162,596333;22,11;77,64;22,85
24/06/2021 5:00;1525,842167;6152,200667;22,00952381;77,5;22,8
24/06/2021 6:00;1525,5735;6154,586333;22,03804348;77,43;22,74
24/06/2021 7:00;1526,553833;6148,5015;22,25742574;77,28;22,7
24/06/2021 8:00;1547,597333;6201,171833;22,28787879;77,11;22,6
24/06/2021 9:00;1562,032667;6220,6575;22,21941748;77,29;22,51
24/06/2021 10:00;1563,279667;6219,538667;27,02363636;76,85;22,69
24/06/2021 11:00;1565,587;6218,188;22,85660377;76,36;22,65
24/06/2021 12:00;1567,344333;6208,657;22,77979798;75,93;22,61
24/06/2021 13:00;1567,7795;6210,609167;22,18737864;75,91;22,54
24/06/2021 14:00;1567,944;6201,252;22,127;76,19;22,49
24/06/2021 15:00;1567,986667;6199,4695;22,13232323;75,22;22,5
24/06/2021 16:00;1567,061333;6194,757833;22,17572816;75,78;22,51
24/06/2021 17:00;1565,961833;6192,022167;22,24339623;76,92;22,51
24/06/2021 18:00;1562,977333;6181,0935;22,10918367;77,1;22,5
24/06/2021 19:00;1559,263833;6173,418333;22,06632653;77,84;22,48
24/06/2021 20:00;1447,0495;5874,5375;22,22282609;77,47;22,48
24/06/2021 21:00;1410,8185;5814,7235;22,24716981;77,33;22,47
24/06/2021 22:00;1409,352667;5817,699667;22,190625;77,1;22,46
24/06/2021 23:00;1410,101833;5828,176167;22,22407407;77,28;22,46
25/06/2021 0:00;1409,441333;5827,237;22,05684211;76,77;22,46
25/06/2021 1:00;1408,275333;5834,634;22,16666667;76,94;22,46
25/06/2021 2:00;1445,282667;5960,016833;22,21546392;77,67;22,49
25/06/2021 3:00;1555,6965;6199,288667;22,05408163;77,51;22,49
25/06/2021 4:00;1555,733667;6191,54;22,15555556;77;22,49
25/06/2021 5:00;1555,332167;6184,239833;22,22745098;77,83;22,23
25/06/2021 6:00;1554,864167;6182,567;22,07011494;77,51;22,19
25/06/2021 7:00;1554,641667;6180,938;22,16826923;77,2;22,16
25/06/2021 8:00;1555,547;6172,680333;22,36041667;75,99;22,17
25/06/2021 9:00;1569,090833;6207,297833;22,25714286;75,92;22,18
25/06/2021 10:00;1574,040167;6221,862333;22,11886792;75,23;22,18
25/06/2021 11:00;1574,081667;6216,058833;22,1755102;74,54;22,18
25/06/2021 12:00;1572,5245;6213,137667;22,05543478;75,75;22,17
25/06/2021 13:00;1568,965;6206,656333;22,34271845;74,62;22,18
25/06/2021 14:00;1566,465;6201,222833;22,34579439;74,82;22,19
25/06/2021 15:00;1566,467833;6203,384833;22,40471698;74,76;22,2
25/06/2021 16:00;1565,897333;6191,7455;22,2952381;74,59;22,2
25/06/2021 17:00;1542,9555;6130,836833;22,18;75,19;22,2
25/06/2021 18:00;1522,804333;6091,844833;22,20891089;75,35;22,2
25/06/2021 19:00;1520,450333;6089,114;22,36326531;75,16;22,21
25/06/2021 20:00;1518,527667;6087,902333;22,24835165;75,24;22,22
25/06/2021 21:00;1516,659333;6082,175333;22,441;75,68;22,23
25/06/2021 22:00;1524,932167;6108,266667;22,70943396;70,64;22,26
25/06/2021 23:00;1514,669;6060,969667;22,44226804;73,66;22,28
26/06/2021 0:00;1394,310333;5792,8475;22,24059406;74,16;22,28
26/06/2021 1:00;1438,0255;5950,825;22,37222222;75,16;22,29
26/06/2021 2:00;1522,3485;6139,6905;22,30229885;75,78;22,3
26/06/2021 3:00;1520,872667;6134,524167;22,32783505;75,82;22,31
26/06/2021 4:00;1518,265167;6125,353;22,40425532;75,93;22,31
26/06/2021 5:00;1516,0005;6118,952667;22,54257426;75,42;22,33
26/06/2021 6:00;1514,178667;6123,6755;22,68623853;75,11;22,35
26/06/2021 7:00;1505,289333;6099,778833;22,74953271;75,01;22,38
26/06/2021 8:00;1492,299667;6081,1875;22,58282828;75,25;22,41
26/06/2021 9:00;1495,9135;6088,443333;22,63394495;72,92;22,42
26/06/2021 10:00;1503,8045;6120,751333;22,44897959;72,89;22,43
26/06/2021 11:00;1505,296833;6118,935667;22,5556701;73,17;22,44
26/06/2021 12:00;1506,019167;6114,809333;22,5039604;71,97;22,45
26/06/2021 13:00;1505,798333;6112,106333;22,49528302;71,91;22,46
26/06/2021 14:00;1504,247167;6098,752833;22,40816327;71,34;22,47
26/06/2021 15:00;1502,298167;6095,248;22,47345133;71,16;22,48
26/06/2021 16:00;1500,894;6095,657667;22,42079208;71,32;22,49
26/06/2021 17:00;1491,310333;6046,623333;22,35445545;71,68;22,48
26/06/2021 18:00;1499,579;6089,741333;22,98269231;73,23;22,5
26/06/2021 19:00;1543,031;6207,731167;24,69821429;74,1;22,63
26/06/2021 20:00;1561,058167;6237,258333;24,58348624;73,08;22,74
26/06/2021 21:00;1559,948333;6227,4385;24,36017699;74,78;22,85
26/06/2021 22:00;1558,805333;6220,630667;24,16857143;74,56;22,95
26/06/2021 23:00;1558,296333;6223,111833;23,84019608;74,41;23,03
27/06/2021 0:00;1563,446167;6238,083833;22,4039604;74,33;23,02
27/06/2021 1:00;1563,662;6227,974667;22,55252525;74,71;23,01
27/06/2021 2:00;1560,5965;6224,872;22,71568627;75,75;23,01
27/06/2021 3:00;1559,3355;6218,878833;22,90196078;73,96;23,03
27/06/2021 4:00;1561,0925;6226,573167;22,905;73,57;23,04
27/06/2021 5:00;1563,105167;6233,281167;23,98484848;73,23;23,12
27/06/2021 6:00;1560,025667;6238,415333;22,68557692;73,74;23,13
27/06/2021 7:00;1541,384167;6234,386833;27,08761905;72,66;23,37
27/06/2021 8:00;1528,600833;6172,644167;30,78198198;72,17;23,74
27/06/2021 9:00;1531,005833;6188,254333;30,3034188;71,74;24,22
27/06/2021 10:00;1532,2115;6188,599167;31,81623932;71,39;24,71
27/06/2021 11:00;1530,353167;6187,203833;31,96454545;72,03;25,22
27/06/2021 12:00;1528,242333;6181,781167;30,6;71,17;25,65
27/06/2021 13:00;1533,796333;6197,761667;26,41858407;71,08;25,83
27/06/2021 14:00;1532,226833;6199,067833;23,37596154;70,45;25,76
27/06/2021 15:00;1530,214333;6196,793167;23,2125;70,51;25,69
27/06/2021 16:00;1446,6345;5967,357;23,36635514;70,68;25,57
27/06/2021 17:00;1404,875;5891,9065;23,06634615;71,75;25,51
27/06/2021 18:00;1396,0125;5880,787167;23,03271028;71,26;25,45
27/06/2021 19:00;1382,157;5850,8845;22,67238095;72,17;25,32
27/06/2021 20:00;1387,903333;5869,962333;22,64326923;71,54;25,4
27/06/2021 21:00;1384,2585;5870,699333;22,55555556;71,6;25,4
27/06/2021 22:00;1399,769167;5912,019833;22,559;72,65;25,4
27/06/2021 23:00;1400,088333;5909,241;22,1787234;72,95;25,36
28/06/2021 0:00;1377,820333;5830,065833;30,63052632;59,79;25,61
28/06/2021 1:00;1343,3815;5814,175333;37,01958763;69,85;26,28
28/06/2021 2:00;1393,8425;5933,453833;22,06179775;80,27;26,37
28/06/2021 3:00;1396,273833;5921,545667;21,81647059;80,34;26,1
28/06/2021 4:00;1399,6685;5922,0505;21,872;79,46;25,66
28/06/2021 5:00;1402,404;5919,093333;21,85;79,67;25,24
28/06/2021 6:00;1401,283833;5912,132667;22,0255814;79,76;24,75
28/06/2021 7:00;1402,085;5904,5315;24,775;79,14;24,39
28/06/2021 8:00;1455,919;6084,427333;26,09158879;78,31;24,16
28/06/2021 9:00;1530,211167;6201,473;26,31834862;79,41;24,2
28/06/2021 10:00;1551,395167;6261,447333;22,87525773;79,64;24,18
28/06/2021 11:00;1555,470333;6253,455833;22,37596154;78,11;24,13
28/06/2021 12:00;1555,643333;6244,761167;22,34361702;77,77;24,09
28/06/2021 13:00;1555,337667;6234,816833;22,84;77,62;24,08
28/06/2021 14:00;1555,072667;6228,403;22,58217822;78,08;24,07
28/06/2021 15:00;1549,945667;6189,743833;22,38571429;78,36;24,06
28/06/2021 16:00;1274,943;5478,237;23,44056604;78,04;23,91
28/06/2021 17:00;1157,970333;5087,2795;25,14210526;80,25;23,92
28/06/2021 18:00;973,5251667;4653,067167;25,08888889;80,73;23,93
28/06/2021 19:00;965,2201667;4612,279667;24,76422018;80,13;24
28/06/2021 20:00;951,0405;4568,711167;24,62909091;79,48;24,06
28/06/2021 21:00;979,425;4712,416;24,29369369;79,48;24,18
28/06/2021 22:00;1398,405667;5880,573167;23,92380952;79,18;23,57
28/06/2021 23:00;1408,637833;5878,584667;23,55892857;79,44;23,66
29/06/2021 0:00;1413,216333;5881,095167;24,07767857;79,81;23,77
29/06/2021 1:00;1415,271833;5883,014333;24,1019802;79,63;23,88
29/06/2021 2:00;1414,954333;5873,8555;24,2009434;79,73;23,99
1/07/2021 10:00;1502,406;6014,0095;24,57247706;78,26;24,25
1/07/2021 11:00;1570,754667;6122,7085;25,12033898;77,5;24,34
1/07/2021 12:00;1496,377333;5921,676833;24,95892857;77,73;24,39
1/07/2021 13:00;1493,116667;5933,890333;26,20877193;77,89;24,48
1/07/2021 14:00;1486,732667;5916,638833;25,94444444;77,96;24,57
1/07/2021 15:00;1483,378667;5924,641833;25,65818182;77,62;24,67
1/07/2021 16:00;1472,225333;5915,518167;26,23534483;78,12;24,79
1/07/2021 17:00;1465,651;5925,705667;26,58446602;79,26;24,92
1/07/2021 18:00;1460,351;5923,3045;25,83611111;78,92;25,01
1/07/2021 19:00;1515,832;6115,372;24,25688073;78,47;25
1/07/2021 20:00;1568,663333;6232,788667;23,87009346;78,82;24,99
1/07/2021 21:00;1572,006333;6253,8115;23,42589286;78,58;24,93
1/07/2021 22:00;1568,335667;6253,258833;24,42803738;78,42;24,93
1/07/2021 23:00;1562,7975;6261,276333;25,80614035;82,47;25
2/07/2021 0:00;1558,097167;6266,785;26,71171171;80,11;25,13
2/07/2021 1:00;1554,475167;6278,008833;26,12727273;78,83;25,23
2/07/2021 2:00;1550,630667;6277,2895;25,23211009;78,87;25,28
2/07/2021 3:00;1545,226667;6292,2835;24,90841121;79,32;25,3
2/07/2021 4:00;1537,539833;6320,9545;24,482;79,31;25,28
2/07/2021 5:00;1533,2375;6373,69;25,94912281;79,58;25,35
2/07/2021 6:00;1529,676833;6423,529667;27,14568966;79,62;25,46
2/07/2021 7:00;1527,579833;6395,880333;24,83394495;111,86;25,45
2/07/2021 8:00;1542,4125;6403,630333;37,52372881;110,23;26,05
2/07/2021 9:00;1557,225167;6422,1215;39,7619469;69,92;26,78
2/07/2021 10:00;1575,417333;6436,984667;31,12068966;68,96;27,07
2/07/2021 11:00;1577,594167;6439,614333;27,92956522;68,21;27,15
2/07/2021 12:00;1579,906;6434,496333;27,99266055;67,38;27,23
2/07/2021 13:00;1581,685333;6427,960333;27,92212389;67,55;27,34
2/07/2021 14:00;1582,098;6421,837833;28,09391304;67,41;27,54
2/07/2021 15:00;1583,2485;6420,101833;28,07247706;67,78;27,76
2/07/2021 16:00;1588,694667;6420,221667;28,02051282;67,95;28
2/07/2021 17:00;1589,916333;6417,1695;28,18;68,91;28,2
2/07/2021 18:00;1588,323667;6400,038667;28,38839286;69,76;28,34
2/07/2021 19:00;1587,171;6394,733;28,175;69,02;28,41
2/07/2021 20:00;1586,507667;6388,549333;27,75526316;69,85;28,5
2/07/2021 21:00;1584,994333;6368,207667;27,5637931;69,94;28,62
2/07/2021 22:00;1582,169333;6363,246333;27,47454545;69,79;28,76
2/07/2021 23:00;1580,969;6348,0535;26,33027523;69,44;28,85
3/07/2021 0:00;1580,405;6345,869667;25,6;70,07;28,84
3/07/2021 1:00;1576,754167;6359,783167;26,32990654;70,08;28,79
3/07/2021 2:00;1566,378333;6395,434833;26,68818182;70,44;28,89
3/07/2021 3:00;1547,8675;6430,801167;26,77787611;70,14;28,33
3/07/2021 4:00;1548,003167;6518,549167;26,72807018;70,12;27,64
3/07/2021 5:00;1537,926667;6564,075833;27,2;70,66;27,41
3/07/2021 6:00;1519,852167;6580,582833;27,4853211;70,38;27,38
3/07/2021 7:00;1508,492667;6621,357833;27,45964912;69,36;27,35
3/07/2021 8:00;1498,640167;6657,173833;27,51775701;70,24;27,32
3/07/2021 9:00;1492,709667;6707,322167;27,13539823;69,89;27,27
3/07/2021 10:00;1489,332833;6751,284333;27,20689655;70,24;27,22
3/07/2021 11:00;1483,5775;6775,3285;26,65263158;69,74;27,14
3/07/2021 12:00;1478,548833;6789,767333;26,74434783;67,99;27,05
3/07/2021 13:00;1473,039667;6821,753;26,43571429;67,85;26,95
3/07/2021 14:00;1456,5185;6806,7375;26,9009009;67,86;26,9
3/07/2021 15:00;1433,922667;6800,184833;27,15089286;67,13;26,88
3/07/2021 16:00;1412,229333;6781,762833;26,21485149;67,21;26,81
3/07/2021 17:00;1397,861667;6778,806667;26,39633028;68,59;26,81
3/07/2021 18:00;1387,2395;6766,819167;26,14867257;68,91;26,84
3/07/2021 19:00;1391,588333;6755,535;27,17217391;69,09;26,89
3/07/2021 20:00;1395,208167;6741,909833;25,36728972;69;26,82
3/07/2021 21:00;1400,584833;6730,239167;24,99724771;68,84;26,72
3/07/2021 22:00;1414,627333;6725,620667;24,53027523;69,4;26,6
3/07/2021 23:00;1442,043;6716,993167;24,67037037;68,72;26,45
4/07/2021 0:00;1479,903333;6704,915833;24,59357798;69,88;26,29
4/07/2021 1:00;1503,507167;6658,374333;24,81388889;69,45;26,15
4/07/2021 2:00;1510,593667;6631,620667;24,76481481;69,4;25,99
4/07/2021 3:00;1515,961;6588,808833;24,6;70,07;25,85
4/07/2021 4:00;1515,166;6581,5265;24,75420561;70,63;25,72
4/07/2021 5:00;1511,980667;6602,702667;24,17678571;71,12;25,58
4/07/2021 6:00;1513,063333;6641,885;24,40283019;71,84;25,45
4/07/2021 7:00;1507,0525;6648,553333;24,68584071;78,07;25,35
4/07/2021 8:00;1504,491167;6660,872;24,48584906;76,77;25,22
4/07/2021 9:00;1502,997667;6664,851667;24,48037383;77;25,07
4/07/2021 10:00;1499,943;6677,333;24,23669725;75,61;24,96
4/07/2021 11:00;1495,476333;6702,160833;24,74166667;75,26;24,87
4/07/2021 12:00;1492,68;6715,229833;25,60818182;75,27;24,84
4/07/2021 13:00;1490,9935;6721,359333;25,7373913;75;24,76
4/07/2021 14:00;1498,050333;6754,523167;25,65446429;75,94;24,77
4/07/2021 15:00;1492,357;6765,7655;25,66902655;75,26;24,81
4/07/2021 16:00;1467,591667;6772,0245;24,98035714;75,62;24,84
4/07/2021 17:00;1426,508333;6764,125;24,55663717;76,29;24,83
4/07/2021 18:00;1387,994833;6757,689333;24,61090909;77,12;24,83
4/07/2021 19:00;1374,657167;6745,593333;24,4706422;76,46;24,81
4/07/2021 20:00;1360,911667;6733,404333;24,66633663;76,75;24,81
4/07/2021 21:00;1346,458;6729,105;24,59724771;76,97;24,81
4/07/2021 22:00;1349,0255;6719,707;24,71775701;77,13;24,8
4/07/2021 23:00;1351,672667;6712,736667;24,7635514;76,68;24,84
5/07/2021 0:00;1351,279333;6698,206;24,4036036;77,96;24,84
5/07/2021 1:00;1348,567667;6681,944333;24,5;76,78;24,83
5/07/2021 2:00;1345,8265;6678,134667;24,58796296;77,87;24,83
5/07/2021 3:00;1343,288167;6661,668667;24,70686275;77,81;24,84
5/07/2021 4:00;1341,224;6661,7855;24,33269231;77,46;24,85
5/07/2021 5:00;1338,295333;6654,177333;24,90092593;77,39;24,86
5/07/2021 6:00;1336,31;6645,6115;24,56132075;76,94;24,8
5/07/2021 7:00;1335,083833;6637,188833;23,76756757;76,19;24,69
5/07/2021 8:00;1335,5855;6620,816833;23,8300885;76,44;24,59
5/07/2021 9:00;1336,277833;6622,017667;23,47962963;75,92;24,47
5/07/2021 10:00;1335,802;6609,122333;23,95752212;74,59;24,41
5/07/2021 11:00;1334,031667;6605,800833;23,77685185;75,19;24,37
5/07/2021 12:00;1328,669833;6591,4965;23,93738318;75,15;24,33
5/07/2021 13:00;1323,073833;6578,722;24,26146789;75,44;24,32
5/07/2021 14:00;1318,781;6570,586;24,06132075;75,18;24,29
5/07/2021 15:00;1308,269167;6555,041333;24,65;76,46;24,29
5/07/2021 16:00;1302,3085;6550,911167;24,57747748;76,42;24,28
5/07/2021 17:00;1299,4165;6543,359333;24,76728972;76,7;24,28
5/07/2021 18:00;1295,843333;6527,895167;23,92135922;77,3;24,25
5/07/2021 19:00;1386,037333;6858,624167;23,48425926;76,58;24,2
5/07/2021 20:00;1427,036;6957,738167;23,83486239;76,78;24,12
5/07/2021 21:00;1428,9285;6930,53;23,81574074;76,01;24,09
5/07/2021 22:00;1430,295667;6922,052;23,77476636;75,37;24,03
5/07/2021 23:00;1430,697833;6915,6455;23,75555556;75,11;23,98
6/07/2021 0:00;1434,167833;6929,073167;23,499;75,27;23,96
6/07/2021 1:00;1440,446833;6935,704833;24,01454545;75,62;23,97
6/07/2021 2:00;1439,536;6935,182333;24,15514019;75,4;24,01
6/07/2021 3:00;1434,758833;6896,833333;24,20727273;76,07;24,03
6/07/2021 4:00;1193,695167;6128,390667;42,90438596;45,8;24,94
6/07/2021 5:00;1314,019167;6622,764667;23,825;77,15;25,08
6/07/2021 6:00;1314,417;6625,441833;23,78490566;77,45;25,07
6/07/2021 7:00;1314,099667;6609,976167;23,49351852;77,67;25,03
6/07/2021 8:00;1314,942;6615,288667;23,25;76,3;24,98
7/07/2021 6:00;1323,811333;6430,406833;24,53928571;77,73;24,35
7/07/2021 7:00;1331,754333;6406,103;24,13679245;77,28;24,35
7/07/2021 8:00;1342,2125;6372,635;23,95495495;75,38;24,34
7/07/2021 9:00;1348,2115;6347,592667;30,45982143;74,76;24,69
7/07/2021 10:00;1352,163833;6335,538333;36,18859649;74,66;25,33
7/07/2021 11:00;1356,931;6329,564833;28,49642857;73,65;25,56
7/07/2021 12:00;1365,350667;6313,050333;24,20818182;73,83;25,54
7/07/2021 13:00;1373,1045;6301,382;24,59099099;73,25;25,54
7/07/2021 14:00;1377,132333;6290,178833;23,84553571;72,98;25,5
7/07/2021 15:00;1380,858;6268,937;24,0972973;74,15;25,5
7/07/2021 16:00;1383,159;6243,407;23,64174757;74,74;25,47
7/07/2021 17:00;1385,401667;6221,753;23,77333333;75,65;25,44
7/07/2021 18:00;1386,027833;6213,215833;23,8352381;76,61;25,41
7/07/2021 19:00;1385,263333;6206,1275;24,09633028;76,2;25,41
7/07/2021 20:00;1385,417667;6195,404;23,86486486;76,25;25,38
7/07/2021 21:00;1418,620833;6302,1155;24,014;74,91;25,36
7/07/2021 22:00;1495,157667;6495,541167;23,8754717;75,46;25,32
7/07/2021 23:00;1497,237667;6478,494667;23,76981132;75,07;25,27
8/07/2021 0:00;1500,259667;6460,536333;23,94818182;75,09;25,23
8/07/2021 1:00;1504,563333;6431,186833;23,65327103;75,58;25,18
8/07/2021 2:00;1506,2905;6423,184167;23,58461538;75,7;25,15
8/07/2021 3:00;1507,393167;6407,055833;23,54770642;74,99;25,13
8/07/2021 4:00;1507,728667;6389,237667;23,77570093;76,41;24,78
8/07/2021 5:00;1507,854667;6376,667667;23,67641509;76,06;24,12
8/07/2021 6:00;1506,695833;6376,388667;24,22307692;76,63;23,9
8/07/2021 7:00;1495,3415;6344,399167;22,81376147;108,56;23,82
8/07/2021 8:00;1513,9185;6374,793833;24,45137615;75,58;23,82
8/07/2021 9:00;1516,963333;6370,476;24,23396226;75,06;23,84
8/07/2021 10:00;1519,493;6362,164;24,00733945;74,25;23,83
8/07/2021 11:00;1523,1085;6352,164667;23,86018519;74,75;23,84
8/07/2021 12:00;1525,6985;6338,793333;23,40636364;73,49;23,82
8/07/2021 13:00;1528,152167;6314,689833;23,73490566;73,74;23,82
8/07/2021 14:00;1538,1715;6338,508167;24,43302752;73,62;23,84
8/07/2021 15:00;1543,9495;6332,3475;24,42568807;73,96;23,86
8/07/2021 16:00;1544,889167;6320,138667;24,55045872;74,83;23,89
8/07/2021 17:00;1545,377333;6305,480667;24,14159292;73,87;23,91
8/07/2021 18:00;1546,275667;6291,185667;24,50086207;75,5;23,95
8/07/2021 19:00;1546,1985;6276,402167;23,46880734;75,51;23,92
8/07/2021 20:00;1547,029167;6263,875333;23,36238532;75,73;23,91
8/07/2021 21:00;1548,783333;6255,125;23,7970297;75,74;23,92
8/07/2021 22:00;1552,761167;6243,178833;23,94615385;75,16;23,94
8/07/2021 23:00;1563,908833;6261,246167;23,63846154;75,53;23,93
9/07/2021 0:00;1563,707667;6246,963;23,35688073;75,78;23,91
9/07/2021 1:00;1563,612833;6233,513667;23,475;76,39;23,87
9/07/2021 2:00;1562,685833;6218,374833;23,56380952;75,45;23,91
9/07/2021 3:00;1561,4695;6222,4125;23,54181818;76;23,87
